chart_id,model,question,explanation,vega_lite_spec,spec
16fif5hdi8yzml00,gpt-5.4-nano,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,"1. sum up the maximum payment value of all states
2. Divide it with the number of states to calculate the average
3. sum up the minimum payment value of all states
4. Divide it with the number of states to calculate the average 
5. Calculate the difference between two average values","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/16fif5hdi8yzml00.csv""},""description"":""Grouped bar chart for 16fif5hdi8yzml00.csv"",""encoding"":{""color"":{""field"":""Type"",""type"":""nominal""},""column"":{""field"":""State"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Type"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Payment_Million_USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Payment_Million_USD"",""group"":""Maximum"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops3"":[{""field"":""Payment_Million_USD"",""group"":""Minimum"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":3,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops5"":[{""field"":""Payment_Million_USD"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":5,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""sum up the maximum payment value of all states"",""ops3"":""sum up the minimum payment value of all states"",""ops5"":""Calculate the difference between two average values""}}"
1bv05pu9d8jnidty,gpt-5.4-nano,What is the average value up to before 2026?,"Counts from 2020 to 2025.
Sum all the values.
divide by six.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1bv05pu9d8jnidty.csv""},""description"":""Simple Bar chart for 1bv05pu9d8jnidty.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""National debt in billion US dollars"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2020"",""2025""],""xKindHint"":""nominal""}],""ops2"":[{""field"":""National debt in billion US dollars"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""sum""}],""ops3"":[{""field"":""National debt in billion US dollars"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""text_chunks"":{""ops"":""Counts from 2020 to 2025."",""ops2"":""Sum all the values."",""ops3"":""divide by six.""}}"
2mi8b2r0oalayl6g,gpt-5.4-nano,Which year has the smallest sum of golf wear and golf gear?,"Find all the year-by-year values of the playoff teams.
Find all the annual values of all teams.
Sum the values by year.
Sort the subtracted values in ascending order.
Find the first value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/2mi8b2r0oalayl6g.csv""},""description"":""Stacked Bar chart for 2mi8b2r0oalayl6g.csv"",""encoding"":{""color"":{""field"":""Product Category"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Revenue in million US dollars"",""type"":""quantitative""}},""mark"":""bar""}","{""ops3"":[{""field"":""Revenue in million US dollars"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":3,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""sum""}],""ops4"":[{""field"":""Revenue in million US dollars"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":4,""source"":""recursive_step=2;taskId=o3"",""view"":{""phase"":2}},""op"":""sort"",""order"":""asc""}],""ops5"":[{""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":5,""source"":""recursive_step=3;taskId=o4"",""view"":{""phase"":3}},""n"":1,""op"":""nth""}],""text_chunks"":{""ops3"":""Sum the values by year."",""ops4"":""Sort the subtracted values in ascending order."",""ops5"":""Find the first value.""}}"
1jatwi94v2d8cr9u,gpt-5.4-nano,What is the difference between the yearly sum of the digital market and the annual sum of the package market?,"Sum all the annual values of the digital market
Sum all the annual values of the package market
Find the difference between the two values","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1jatwi94v2d8cr9u.csv""},""description"":""Grouped bar chart for 1jatwi94v2d8cr9u.csv"",""encoding"":{""color"":{""field"":""Market Type"",""type"":""nominal""},""column"":{""field"":""Year"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Market Type"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Value in billion US dollars"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Value in billion US dollars"",""group"":""Digital market"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Value in billion US dollars"",""group"":""Package market"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops3"":[{""field"":""Value in billion US dollars"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Sum all the annual values of the digital market"",""ops2"":""Sum all the annual values of the package market"",""ops3"":""Find the difference between the two values""}}"
2bhsybiilde28j87,gpt-5.4-nano,What is the average percentage of non-black races that they answered very interested?,"Find the values of white, hispanic, and other very interested.
Sum all these values.
Divide by three.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/2bhsybiilde28j87.csv""},""description"":""Stacked Bar chart for 2bhsybiilde28j87.csv"",""encoding"":{""color"":{""field"":""Interest_Level"",""type"":""nominal""},""x"":{""field"":""Race_Ethnicity"",""type"":""nominal""},""y"":{""field"":""Share_of_Respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Race_Ethnicity"",""id"":""n1"",""include"":[""Hispanic"",""Other"",""White""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""}],""ops2"":[{""field"":""Share_of_Respondents"",""group"":""Very interested"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""ops3"":[{""factor"":0.3333333333333333,""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""scale"",""target"":""ref:n2""}],""text_chunks"":{""ops"":""Find the values of white, hispanic, and other very interested."",""ops2"":""Sum all these values."",""ops3"":""Divide by three.""}}"
6ah60yba8o7rw0i9,gpt-5.4-nano,What is the difference between the maximum value of yogurt with additives and the minimum value of yogurt without additives?,"Find the maximum value of yogurt with additives.
Find the minimum value of the yogurt without additives.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/6ah60yba8o7rw0i9.csv""},""description"":""Multiple line chart for 6ah60yba8o7rw0i9.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Yoghurt_Type"",""legend"":{""labelFontSize"":11,""title"":""Yoghurt_Type"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Average_Price_Euros"",""titleFontSize"":13,""titlePadding"":10},""field"":""Average_Price_Euros"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Yoghurt_Type"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Yoghurt_Type"",""title"":""Yoghurt_Type"",""type"":""nominal""},{""field"":""Average_Price_Euros"",""title"":""Average_Price_Euros"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Average_Price_Euros"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Average_Price_Euros"",""group"":""Yoghurt with additives"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""max""}],""ops2"":[{""field"":""Average_Price_Euros"",""group"":""Yoghurt without additives"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""min""}],""ops3"":[{""field"":""Average_Price_Euros"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Find the maximum value of yogurt with additives."",""ops2"":""Find the minimum value of the yogurt without additives."",""ops3"":""Find the difference between the two values.""}}"
5p6g89v7l99aes05,gpt-5.4-nano,What year has the biggest difference between playoff teams and all teams?,"Obtain all year-by-year values of playoff teams.
Obtain all the yearly values of all teams.
Subtract values by year.
Sort the subtracted values in descending order.
Find the first value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/5p6g89v7l99aes05.csv""},""description"":""Multiple line chart for 5p6g89v7l99aes05.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Team_Group"",""legend"":{""labelFontSize"":11,""title"":""Team_Group"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Average_Payroll_Million_USD"",""titleFontSize"":13,""titlePadding"":10},""field"":""Average_Payroll_Million_USD"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Team_Group"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Team_Group"",""title"":""Team_Group"",""type"":""nominal""},{""field"":""Average_Payroll_Million_USD"",""title"":""Average_Payroll_Million_USD"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Average_Payroll_Million_USD"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""absolute"":false,""by"":""Year"",""field"":""Average_Payroll_Million_USD"",""groupA"":""Playoff teams"",""groupB"":""All teams"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""pairDiff"",""seriesField"":""Team_Group"",""signed"":true}],""ops4"":[{""field"":""Average_Payroll_Million_USD"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":4,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc""}],""ops5"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":5,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""n"":1,""op"":""nth""}],""text_chunks"":{""ops"":""Obtain all year-by-year values of playoff teams."",""ops4"":""Sort the subtracted values in descending order."",""ops5"":""Find the first value.""}}"
1ce802l2rdg98d7d,gpt-5.4-nano,Which party has the third most respondents?,"sort the number of respondents by party in descending order.
Find the third party.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1ce802l2rdg98d7d.csv""},""description"":""Simple Bar chart for 1ce802l2rdg98d7d.csv"",""encoding"":{""x"":{""field"":""Party"",""type"":""nominal""},""y"":{""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share of respondents"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sort"",""order"":""desc"",""orderField"":""Party""}],""ops2"":[{""field"":""Share of respondents"",""from"":""left"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""n"":3,""op"":""nth"",""order"":""desc"",""orderField"":""Party""}],""text_chunks"":{""ops"":""sort the number of respondents by party in descending order."",""ops2"":""Find the third party.""}}"
1hokbw2gmzar9ye8,gpt-5.4-nano,What's the difference between women over 60 and men under 40?,"Find the percentage of women over 60 years old.
Find and add percentage values for men under 40.
Subtract two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1hokbw2gmzar9ye8.csv""},""description"":""Grouped bar chart for 1hokbw2gmzar9ye8.csv"",""encoding"":{""color"":{""field"":""Age Group"",""type"":""nominal""},""column"":{""field"":""Group"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Age Group"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Percentage of adults"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Group"",""id"":""n1"",""include"":[""Women""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1;auto=dimFilter"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Percentage of adults"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""retrieveValue"",""target"":""60 years and over""}],""ops2"":[{""field"":""Group"",""id"":""n3"",""include"":[""Men""],""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2;auto=dimFilter"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Percentage of adults"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""retrieveValue"",""target"":""18 to 39 years""}],""ops3"":[{""field"":""Percentage of adults"",""id"":""n5"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n5"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Find the percentage of women over 60 years old."",""ops2"":""Find and add percentage values for men under 40."",""ops3"":""Subtract two values.""}}"
5wpw8detqynmqv1s,gpt-5.4-nano,What is the difference between the maximum value for female victims and the minimum value for male victims?,"Find the maximum value for the female victims.
Find the minimum value for male victims.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/5wpw8detqynmqv1s.csv""},""description"":""Multiple line chart for 5wpw8detqynmqv1s.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Gender"",""legend"":{""labelFontSize"":11,""title"":""Gender"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Number_of_Victims"",""titleFontSize"":13,""titlePadding"":10},""field"":""Number_of_Victims"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Gender"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Gender"",""title"":""Gender"",""type"":""nominal""},{""field"":""Number_of_Victims"",""title"":""Number_of_Victims"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Number_of_Victims"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Number_of_Victims"",""group"":""Female"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""max""}],""ops2"":[{""field"":""Number_of_Victims"",""group"":""Male"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""findExtremum"",""which"":""min""}],""ops3"":[{""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Find the maximum value for the female victims."",""ops2"":""Find the minimum value for male victims."",""ops3"":""Find the difference between the two values.""}}"
8e9wp443ff1i6snq,gpt-5.4-nano,Which year has the biggest difference in value from the following year?,"Find the values for each year.
Find the difference between the values for each of the following years.
Sort the values obtained in descending order.
Find the first value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/8e9wp443ff1i6snq.csv""},""description"":""Simple line chart for 8e9wp443ff1i6snq.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Immigration rate per thousand inhabitants"",""titleFontSize"":13,""titlePadding"":10},""field"":""Immigration rate per thousand inhabitants"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Immigration rate per thousand inhabitants"",""title"":""Immigration rate per thousand inhabitants"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Immigration rate per thousand inhabitants"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Immigration rate per thousand inhabitants"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""lagDiff"",""order"":""asc""}],""ops2"":[{""field"":""Immigration rate per thousand inhabitants"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc"",""orderField"":""Year""}],""ops3"":[{""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""n"":1,""op"":""nth""}],""text_chunks"":{""ops"":""Find the difference between the values for each of the following years."",""ops2"":""Sort the values obtained in descending order."",""ops3"":""Find the first value.""}}"
2n0g3tsz1rsz6fgr,gpt-5.4-nano,What is the largest average value in the industry when you get the average value for each of the five consecutive years?,"Find values for each year in the industry.
Find the average value in five-year increments from 2010.
sort in descending order.
Find the first value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/2n0g3tsz1rsz6fgr.csv""},""description"":""Stacked Bar chart for 2n0g3tsz1rsz6fgr.csv"",""encoding"":{""color"":{""field"":""Sector"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Share of total employment"",""type"":""quantitative""}},""mark"":""bar""}","{""ops2"":[{""aggregate"":""avg"",""field"":""Share of total employment"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""rollingWindow"",""orderField"":""Year"",""window"":5}],""ops3"":[{""field"":""Share of total employment"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":3,""source"":""recursive_step=2;taskId=o3"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc""}],""ops4"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":4,""source"":""recursive_step=3;taskId=o4"",""view"":{""phase"":3}},""n"":1,""op"":""nth""}],""text_chunks"":{""ops2"":""Find the average value in five-year increments from 2010."",""ops3"":""sort in descending order."",""ops4"":""Find the first value.""}}"
8chfa8n079zpfigi,gpt-5.4-nano,How many years correspond to a value between 20 and 30?,"Find all the values for each year.
count the number of values between 20 and 30.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/8chfa8n079zpfigi.csv""},""description"":""Simple line chart for 8chfa8n079zpfigi.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""FIFA World Ranking position"",""titleFontSize"":13,""titlePadding"":10},""field"":""FIFA World Ranking position"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""FIFA World Ranking position"",""title"":""FIFA World Ranking position"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""FIFA World Ranking position"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""FIFA World Ranking position"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[20,30]}],""ops2"":[{""field"":""FIFA World Ranking position"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""count""}],""text_chunks"":{""ops"":""count the number of values between 20 and 30."",""ops2"":""count the number of values between 20 and 30.""}}"
